,Q1,Q2,EN,SN,FN,F,M,Q3,sim_status,final_neck_diameter,MAPE
172,1.295261901,0.952099386,0.255651269,0.104881893,0.061260718,0.001411015,990.2866614,1.677,failed,3.633393377,19.82866886
173,1.580687652,1.093837766,0.352827225,0.185115648,0.049468325,0.001451237,492.9167424,2.498,failed,3.768535942,55.3846139
174,1.169084196,0.974266899,0.393188696,0.100838536,0.062198421,0.001414453,450.3150634,1.366,failed,3.077493131,35.36188695
175,1.326575914,0.983910983,0.38863123,0.195346328,0.041535894,0.001390482,711.9321904,1.759,failed,2.964404583,25.7738194
176,0.964305241,1.031631335,0.371483285,0.107893467,0.060355658,0.00139237,1054.049308,0.929,failed,3.35096854,7.411713114
177,1.38768844,0.956622168,0.380086733,0.172522639,0.073668339,0.001460332,498.1626238,1.925,failed,3.23171711,39.22714049
178,1.410176706,1.082587125,0.301172829,0.198958542,0.052027689,0.00144161,756.482655,1.988,failed,3.665908724,45.5064335
179,1.495621936,0.941789085,0.377798138,0.183073793,0.06612363,0.001452471,607.8029978,2.236,failed,3.167083442,36.4316539
180,1.418573004,1.070234998,0.357686039,0.187846758,0.058868013,0.001432483,836.1721967,2.012,failed,3.192883313,15.99096079
181,1.391150717,1.071500598,0.266644345,0.10444343,0.051825813,0.001342384,251.0748894,1.935,failed,3.275146246,41.92433577
182,1.00185279,0.931704502,0.310200149,0.186548167,0.06315712,0.001372751,785.2041607,1.003,failed,2.779113531,16.6453019
183,1.244723485,0.918498127,0.344900929,0.168782261,0.06989085,0.001379338,541.1185638,1.549,failed,3.071118832,36.60467648
184,1.139632326,0.98560976,0.289292761,0.1005145,0.062691813,0.001313492,916.0265695,1.298,failed,3.633951694,19.99797206
185,1.564684509,0.903537714,0.384840212,0.177811904,0.079928847,0.001483322,392.3249212,2.448,failed,3.225438058,40.43614895
186,1.041502381,1.047323535,0.337946941,0.157979755,0.060516887,0.001347157,423.6332968,1.084,failed,3.05659622,36.65400915
187,1.442593346,1.098934891,0.314868778,0.182853259,0.079805729,0.001482579,599.5672498,2.081,failed,3.343558908,42.73761401
188,1.075075867,0.935406848,0.299242039,0.19861599,0.084819872,0.001410825,198.2437508,1.155,failed,3.072802603,40.07671679
189,1.486553092,1.048472616,0.391695605,0.141081154,0.036359277,0.001414311,883.8365325,2.209,failed,3.064749479,5.431821544
190,1.206614385,1.093543827,0.254686058,0.156134279,0.047803814,0.001490249,243.6273766,1.455,failed,3.160110712,40.43639053
191,1.559156959,1.001453951,0.356936837,0.131308625,0.045995685,0.001473371,372.535307,2.43,failed,3.199760795,38.96684094
192,1.362217792,0.954698886,0.30703466,0.102383178,0.064976049,0.001452145,198.3740463,1.855,failed,3.196866989,40.3841448
193,0.918625868,0.987430852,0.269229413,0.159677778,0.044614682,0.001356502,102.8597357,0.843,failed,2.76654923,35.40356234
194,0.995368119,1.059399979,0.314228299,0.144747338,0.069136635,0.001329205,180.6423437,0.99,failed,3.114400744,39.68190062
195,1.528225076,0.909545488,0.25168,0.146481947,0.03289582,0.001347241,345.9749961,2.335,failed,2.99639523,37.33990216
196,1.101340557,1.095170174,0.386936304,0.19004247,0.061571141,0.00146994,910.8389992,1.212,failed,3.633337885,15.76615706
197,1.045700653,0.928736009,0.392010294,0.125117965,0.070000749,0.001446544,446.277661,1.093,failed,2.941843867,34.16212154
198,1.413987676,1.040217587,0.27259994,0.161829484,0.03669245,0.001423188,673.1783333,1.999,failed,3.086663663,33.6692208
199,1.520689367,0.95940121,0.385975735,0.199081077,0.08701775,0.001343881,329.0937806,2.312,failed,3.277325273,42.14789217
200,0.971887247,0.933778934,0.250000193,0.182438965,0.080159166,0.001420492,56.98007408,0.944,failed,2.921970606,38.99294844
201,1.067561806,0.943914902,0.281246979,0.194174299,0.059754765,0.001389632,37.53415303,1.139,failed,3.793504685,53.97153303
202,1.054528501,1.078815712,0.398295634,0.101153679,0.034486619,0.001304492,595.097319,1.112,failed,2.933400631,29.23592815
203,1.284279602,0.937201602,0.375248079,0.128509244,0.076758541,0.001420299,490.2700593,1.649,failed,3.787843913,52.67545837
204,1.384906229,1.053912123,0.28241584,0.143883789,0.07659293,0.001411629,72.74191099,1.917,failed,3.80876945,56.00889105
205,1.111143694,1.051152229,0.259737829,0.124604276,0.088124052,0.00140605,623.7978984,1.234,failed,3.229155838,40.43685441
206,0.916258574,0.909490338,0.253587364,0.112097869,0.068694197,0.001343525,790.4709093,0.839,failed,2.693767428,21.76512995
207,1.54254458,1.042992819,0.286783983,0.146017813,0.079667468,0.00139378,30.99360289,2.379,failed,3.408322513,46.64140734
208,1.272710901,0.937280758,0.305253069,0.157511712,0.049544046,0.00131342,869.2811742,1.619,failed,3.633384764,21.02960113
209,1.321539073,1.078110634,0.353287702,0.153838729,0.044538982,0.001322406,843.0464278,1.746,failed,3.08491534,8.910504594
210,1.479582351,0.963891225,0.291141276,0.141977992,0.061560844,0.001369804,226.5215029,2.189,failed,3.793228954,54.3922466
211,1.573113143,0.945111459,0.279357679,0.117191334,0.036325383,0.001313603,900.6113387,2.474,failed,3.633758545,19.98260043
