,Q1,Q2,EN,SN,FN,F,M,Q3,sim_status,final_neck_diameter,MAPE
212,1.490912069,1.025417554,0.334953879,0.119815202,0.062222124,0.001498595,1038.884067,2.222,failed,3.215658724,6.412585797
213,1.232776584,0.974079115,0.306523203,0.162995292,0.057644648,0.001408363,4.508157072,1.519,failed,3.15790987,41.28743102
214,1.366934604,1.035525961,0.316109774,0.14167948,0.084441346,0.001366253,760.0878296,1.868,failed,3.294257164,36.48100121
215,0.9797765,0.973546606,0.298609102,0.145466958,0.084103911,0.001342755,445.9959373,0.959,failed,3.016304016,37.21861269
216,1.267157843,0.94722679,0.377013068,0.113318107,0.045329483,0.001345308,708.0320848,1.605,failed,3.639218509,35.28659006
217,1.450572306,1.04276223,0.343277036,0.155426894,0.047377463,0.001492618,420.5981141,2.104,failed,3.221728086,39.12412692
218,1.432255682,1.051713239,0.370069803,0.171093337,0.053081816,0.001354187,402.2445704,2.051,failed,3.203251481,38.79355999
219,1.491333295,0.920080279,0.348471936,0.160306195,0.086605793,0.001400079,922.3264354,2.224,failed,3.193890095,13.68646437
220,1.356632769,1.056400703,0.294988513,0.156688741,0.050587209,0.001489144,899.1905053,1.84,failed,3.141278446,9.87365434
221,1.160491121,1.089778125,0.344814183,0.180815434,0.064099527,0.001335925,494.4662967,1.346,failed,3.175192356,38.23724425
222,0.91448437,0.957380384,0.332310898,0.147001211,0.076661824,0.001458225,526.571866,0.836,failed,2.884732842,33.48659706
223,1.556905653,1.09899853,0.343393887,0.148499218,0.034313857,0.001301841,89.05507582,2.423,failed,3.792987436,53.11410475
224,1.509837494,1.059708615,0.303163782,0.153611551,0.04135575,0.001345977,298.6951074,2.279,failed,3.221357286,40.48246914
225,1.04900814,1.062284552,0.281176283,0.136269765,0.033551838,0.00144227,764.0345734,1.1,failed,2.88888526,17.3230131
226,0.917797512,1.039993064,0.369361081,0.139554467,0.056457839,0.00137723,1075.889255,0.842,failed,3.632887095,12.00811476
227,1.537233884,0.915032663,0.356723486,0.10993967,0.059220493,0.001462518,1034.180994,2.363,failed,3.632606953,12.85325704
228,1.056774951,1.063978455,0.339797311,0.194551733,0.076145389,0.001404388,272.8543081,1.116,failed,3.784141436,55.34975149
229,1.396333332,0.974982397,0.255245771,0.156965121,0.051683869,0.00138693,930.1557758,1.949,failed,3.047987461,8.093735455
230,0.996273116,0.919089674,0.316140299,0.107253088,0.065172887,0.001385433,362.8394506,0.992,failed,2.888817668,35.60625064
231,1.495331882,1.02206486,0.365202166,0.147628077,0.064661349,0.001315425,255.3238477,2.236,failed,3.285779715,41.22896926
232,1.28087375,1.003025905,0.28128289,0.106946723,0.060947685,0.001461022,225.9162292,1.64,failed,3.793160185,53.51498555
233,1.563978171,0.903271283,0.316207613,0.177364639,0.057787705,0.001417539,665.818438,2.446,failed,3.108507633,36.16853721
234,0.921863929,1.025192952,0.272722275,0.131220161,0.087513631,0.001395483,470.5981628,0.849,failed,3.061834753,38.21298899
235,1.486643934,0.975052081,0.328840513,0.144907742,0.07576646,0.001428896,798.0448994,2.21,failed,3.6336568,38.85896367
236,1.374807782,0.929309929,0.297736373,0.153928852,0.044955828,0.001381671,798.0924819,1.89,failed,2.945083857,19.21492636
237,0.982808226,1.060200701,0.262741742,0.130521348,0.084979419,0.001362946,119.9993082,0.965,failed,3.168604314,41.95875889
238,1.130048973,0.951718008,0.266319114,0.172746959,0.082526872,0.00140225,1093.659321,1.277,failed,3.204402149,6.099968915
239,1.128537533,1.001971898,0.321030343,0.181621739,0.089731158,0.001410336,318.4031006,1.273,failed,3.216715157,41.36596891
240,1.115737059,0.999685068,0.271879915,0.121933324,0.051722954,0.001303015,980.003697,1.244,failed,3.078332722,5.412435917
241,1.232940445,0.949463966,0.374949434,0.195277902,0.083625447,0.001495443,662.2186167,1.52,failed,3.124431849,34.73608296
242,1.259356563,0.940278627,0.338539254,0.197272695,0.063927586,0.001383121,453.114804,1.585,failed,3.045133173,36.83920847
243,1.279989572,0.97440965,0.273358505,0.101370058,0.073507524,0.001446152,325.3711,1.638,failed,3.230896473,41.84752145
244,1.105013241,0.938551945,0.364820002,0.127458289,0.057038338,0.001334186,553.6347486,1.221,failed,2.899767756,31.85974632
245,1.443600756,0.979759927,0.266945841,0.166041025,0.066170505,0.001335615,144.3014459,2.083,failed,3.262196302,43.67431025
246,1.529376954,0.957497218,0.268699459,0.150707592,0.031322596,0.001371717,949.7755347,2.338,failed,3.633349776,15.45920727
247,1.400331463,1.024300681,0.251396803,0.125896153,0.072305091,0.001397102,341.147729,1.96,failed,3.809120327,56.22171763
248,1.326240275,0.991142068,0.317636887,0.193315607,0.086395069,0.001422203,383.2932105,1.758,failed,3.260591209,42.26632885
249,1.080569954,0.983073607,0.338072779,0.152083261,0.086934231,0.001410686,291.3159185,1.167,failed,3.161044002,39.84347346
250,1.182144034,0.900820976,0.279138143,0.171227814,0.084251239,0.001389614,138.2252118,1.397,failed,3.808753714,56.01319626
251,0.91236633,0.991699924,0.364251254,0.111420337,0.066724865,0.001356944,311.7562268,0.832,failed,3.792733565,52.4272958
252,1.026694977,1.000863809,0.308413715,0.124694819,0.082294296,0.001347738,886.2681717,1.054,failed,3.633369178,23.58097951
253,1.586355971,0.9950291,0.366331079,0.101706346,0.03093305,0.001357926,1098.882084,2.516,failed,3.632147014,11.47299601
254,1.372215093,0.94050701,0.335974647,0.16535254,0.042696208,0.001359994,234.3978868,1.882,failed,3.057687759,38.03058294
255,0.937671766,1.085761405,0.337272386,0.113227139,0.039771178,0.001370987,382.3972464,0.879,failed,2.907399535,33.90299579
256,1.379462455,1.042295845,0.291556647,0.164462816,0.06739952,0.001332229,881.2830334,1.902,failed,3.634359628,29.01808872
257,1.413875305,1.034340729,0.274500335,0.109048731,0.037719281,0.001434157,661.0163064,1.999,failed,3.103968501,33.75337821
258,1.071174602,1.051120847,0.262251356,0.146256255,0.04117782,0.001406168,140.5579579,1.147,failed,3.792868033,53.52600264
259,1.456496369,1.09013643,0.333457159,0.126704566,0.069708842,0.001463141,274.2097593,2.121,failed,3.347066998,42.44736223
260,0.950342088,1.06254001,0.37120733,0.12778411,0.046464694,0.001303474,999.9538155,0.903,failed,3.633264512,12.70412253
261,1.248621221,0.930601728,0.342781398,0.149329717,0.03602387,0.001457323,194.3148693,1.559,failed,2.908671856,35.86268921
262,1.031008834,1.013022892,0.281879571,0.16914497,0.058467491,0.001327165,96.34615177,1.062,failed,3.010291338,38.71062358
263,1.501857175,1.077548479,0.345570265,0.106060049,0.044772013,0.001473321,238.8075758,2.255,failed,3.792869851,52.68690518
264,1.004253237,1.084630271,0.250793281,0.142289744,0.030531743,0.001406922,2.993312687,1.008,failed,2.927666664,37.41541776
265,1.205692887,1.094814686,0.376927856,0.183704996,0.077146399,0.001374125,18.11066836,1.453,failed,3.259363711,42.29401003
266,1.267844222,0.997425732,0.303359219,0.131438551,0.069596307,0.001478343,855.4417748,1.607,failed,3.122575343,18.72926529
267,1.168844416,1.047087034,0.383715103,0.110692857,0.089097634,0.001486113,785.6349324,1.366,failed,3.217866361,16.01721345
268,1.170053444,0.938656196,0.363418652,0.147720625,0.060074342,0.001302344,856.7403321,1.369,failed,2.919223428,5.592475658
269,0.931361449,1.016349442,0.373104345,0.194941642,0.074881013,0.001334464,108.9419324,0.867,failed,3.793026045,53.29640072
270,0.959107733,0.938419768,0.359824717,0.123085325,0.055330382,0.001428015,946.1670927,0.919,failed,3.633373231,14.0384686
271,1.519270899,0.924583296,0.329427502,0.174740285,0.083635913,0.001406001,1071.979689,2.308,failed,3.634103984,14.57491416
272,1.596060997,0.995720989,0.363514562,0.122184763,0.049078789,0.001330862,888.6950779,2.547,failed,3.152102351,7.657537296
273,1.512509732,0.987502951,0.252282525,0.198357474,0.05555841,0.001377462,144.7743396,2.287,failed,3.225432873,43.22122521
274,1.555191371,1.005285673,0.299493893,0.153052395,0.086520595,0.001347307,776.8628477,2.418,failed,3.808852836,56.24051161
275,1.50349443,1.085903908,0.269532013,0.103844421,0.058736773,0.001488805,339.9336782,2.26,failed,3.390049994,43.96547725
276,1.049945241,0.902644475,0.326632605,0.191760499,0.080573901,0.001468559,504.9962085,1.102,failed,2.934228659,36.46682076
277,1.250397105,1.092634821,0.382786786,0.147406233,0.087305792,0.001448461,481.0176979,1.563,failed,3.791814879,52.90481911
278,1.414630355,0.939064925,0.297276866,0.144247891,0.062965665,0.001412118,836.8125763,2.001,failed,3.095020294,21.95410171
279,1.386161914,1.042834831,0.328731575,0.160743412,0.040310845,0.001393555,513.2360097,1.921,failed,3.107150793,35.8648838
280,1.378719935,0.920125227,0.388841423,0.115371421,0.042890018,0.001431465,250.2509616,1.9,failed,3.791937634,52.46058634
281,1.074375691,0.934072663,0.289114139,0.109105447,0.069368086,0.001301852,779.3966787,1.154,failed,2.912108421,23.98692817
282,1.31838831,1.091670459,0.333884691,0.146238465,0.064611658,0.001376796,601.6010837,1.738,failed,3.270225763,38.46568444
283,1.228968428,0.942685771,0.327307573,0.17779829,0.067996804,0.001426931,601.1524098,1.51,failed,3.056594133,35.44578938
284,1.12560705,1.014321123,0.250056235,0.193163366,0.035208445,0.001492196,686.1567646,1.266,failed,2.873358011,28.11429912
285,1.549298141,1.011594403,0.362559557,0.10636459,0.061634046,0.001363451,990.5565894,2.4,failed,3.228419065,6.677689335
286,1.194273859,0.919850224,0.370678249,0.169443027,0.082686136,0.001457706,229.7172216,1.426,failed,3.116014719,39.46597896
287,1.192404365,1.048629559,0.302639972,0.115491102,0.042989198,0.001470885,404.0981538,1.421,failed,3.089758635,38.70725126
288,1.146110982,1.032393483,0.336602947,0.154038074,0.033885663,0.001448085,946.8918192,1.313,failed,3.204759359,6.291210247
289,1.490541633,0.925824925,0.341298311,0.154110286,0.054816042,0.001443931,971.8290661,2.221,failed,3.632900238,15.17552124
290,1.481939329,0.944220371,0.390571322,0.161956389,0.086472541,0.001466331,360.2662179,2.196,failed,3.792522848,53.34548632
291,1.05057758,1.047419366,0.340380302,0.190828184,0.040688606,0.001461152,906.6830288,1.103,failed,3.633531898,15.29433838
292,1.370594385,0.926587361,0.312941486,0.163279279,0.080377601,0.001355248,968.361082,1.878,failed,3.122581303,8.744089169
293,1.451267361,1.029730036,0.332302618,0.103711872,0.039902207,0.001418646,691.5866411,2.106,failed,3.09521085,28.49591955
294,1.404946985,1.095539523,0.301441738,0.192066618,0.080530496,0.001342565,573.006534,1.973,failed,3.329575956,42.215414
295,0.961723517,1.09712442,0.326289024,0.174964921,0.050719636,0.001326435,1017.140327,0.924,failed,3.278809905,6.736663635
296,1.475532609,0.929213243,0.336126411,0.118930638,0.074453387,0.001318418,24.04524468,2.177,failed,3.793127403,53.30065013
297,1.508065117,1.025681836,0.315871529,0.151910311,0.077109063,0.001382723,184.9021711,2.274,failed,3.79215534,55.40570522
298,1.347727967,0.940163855,0.292618863,0.15849142,0.089171897,0.001498166,450.5423179,1.816,failed,3.2695086,42.632436
299,1.112320584,0.906884253,0.263176642,0.170623662,0.078365333,0.001371826,388.3032832,1.237,failed,2.979992509,38.37525452
300,1.551791554,1.095416292,0.261800652,0.134206092,0.034026879,0.001316086,889.5891427,2.408,failed,3.157953143,11.29678595
301,1.15838794,1.067426276,0.287565277,0.150822664,0.070712579,0.001353173,736.2116991,1.341,failed,3.162200153,34.67800497
302,0.959293285,0.952557799,0.257428541,0.181454559,0.081163969,0.001416582,175.6186022,0.92,failed,2.961441517,39.00961909
303,0.91334729,1.082311921,0.269368795,0.147232627,0.084079717,0.001447649,269.6541897,0.834,failed,3.137566447,40.68743726
304,1.349732816,1.033164195,0.29107621,0.182964071,0.065932813,0.001347444,644.2219232,1.821,failed,3.190172851,38.15439397
305,1.363990235,1.001115563,0.361266748,0.101164364,0.047979623,0.001485807,70.69579037,1.86,failed,3.791185379,52.66504742
306,0.908040034,1.002228366,0.276696864,0.174543494,0.080296042,0.00132713,436.3843185,0.824,failed,2.959167719,36.51009107
307,0.941821459,0.980090448,0.352567917,0.117350293,0.049211912,0.001428353,245.1186204,0.887,failed,3.792685747,52.43364775
308,1.338639575,0.943420272,0.254976326,0.102368179,0.083296861,0.001485282,7.555217748,1.791,failed,3.298158169,44.93926687
309,1.112650276,0.980015515,0.269744842,0.168286887,0.064061034,0.001314026,871.3727482,1.237,failed,2.943021655,10.21064664
310,1.580173865,0.970816078,0.34990884,0.112397392,0.034670843,0.001482952,1052.963931,2.496,failed,3.632295072,12.22771805
311,0.987664388,1.074795238,0.260788935,0.197690239,0.062726394,0.001307485,659.8647884,0.975,failed,3.004098594,34.05275369
312,1.381981826,1.088883265,0.358803759,0.166155252,0.039607626,0.00130049,71.64657004,1.909,failed,3.792722732,53.10623116
313,1.129686244,1.035718242,0.260462101,0.127047444,0.077286454,0.001385307,134.2398535,1.276,failed,3.228631556,43.33894762
314,1.377306941,1.036436513,0.279785294,0.109817595,0.063696551,0.001312358,286.3412506,1.896,failed,3.292009652,42.27563655
315,1.199169644,0.978238646,0.345373852,0.187708739,0.048122361,0.001474465,331.7208877,1.438,failed,3.00263381,36.56888087
316,1.249273909,1.04329479,0.299879937,0.11117868,0.068544592,0.001409141,447.2362871,1.56,failed,3.276872396,41.9267932
317,1.018074462,1.04110498,0.335402252,0.169620565,0.05981279,0.001449453,646.1545851,1.036,failed,2.975868106,31.59539301
318,1.132961887,1.033529409,0.332999722,0.15039073,0.040540556,0.001378138,832.8474309,1.283,failed,2.897878408,5.698934155
319,1.245992804,1.075760136,0.314291967,0.123299729,0.042963905,0.001448563,618.5833878,1.552,failed,3.085455656,33.35563259
320,1.165281596,0.930259898,0.340779112,0.112079034,0.038546376,0.001411666,592.2025832,1.357,failed,2.807660937,29.37510015
321,1.002056958,0.997228125,0.336290199,0.100095777,0.073087695,0.001429857,413.4010054,1.004,failed,3.056080222,36.35759371
322,1.403597459,1.014318206,0.362921974,0.165510114,0.035411719,0.001399547,848.5650972,1.97,failed,3.633063048,18.57022554
323,0.954112604,1.045928575,0.300632901,0.150723233,0.078666674,0.00135694,249.1521603,0.91,failed,3.117394626,39.88112281
324,1.321608114,1.08027829,0.358094414,0.184872414,0.038036478,0.001421687,686.439093,1.746,failed,3.064519584,29.74099453
325,1.439148272,1.043319824,0.258826394,0.186772388,0.073263319,0.001439464,1005.163382,2.071,failed,3.636399806,18.36501716
326,1.086668228,1.020606941,0.303673776,0.136348729,0.08146551,0.001326873,1075.229633,1.18,failed,3.200895965,6.210708742
327,1.374239003,0.927030078,0.317609265,0.157648347,0.030080122,0.001352387,1077.498984,1.888,failed,3.358335793,7.28344681
328,1.516621739,1.033419035,0.313973453,0.177756835,0.086175844,0.001326892,828.595888,2.3,failed,3.300623,34.64712544
329,1.010092137,1.042697934,0.308177959,0.151165952,0.078742743,0.001365359,1092.197029,1.02,failed,3.27647388,6.699401499
330,0.993930562,1.06711296,0.296900251,0.175874067,0.075300263,0.0014384,937.61603,0.987,failed,3.634613842,17.22692889
331,1.215746481,1.06482488,0.298719709,0.117431468,0.071650289,0.001437089,472.1042115,1.478,failed,3.250249743,39.85277755
332,1.188022929,1.054283113,0.3784191,0.181388623,0.054282905,0.001311593,405.7728292,1.411,failed,3.103201985,37.05737517
333,1.027417992,0.935102757,0.303010595,0.147078884,0.088919485,0.001420975,668.8094075,1.055,failed,3.008078337,35.05711984
334,1.349032972,0.977600369,0.261356899,0.131811143,0.050766546,0.001358064,1084.759598,1.819,failed,3.633930475,13.4104909
335,0.940748942,1.088551334,0.396622633,0.195281878,0.036359302,0.00137768,43.89785233,0.885,failed,2.923607945,36.05758301
336,1.082680333,0.982049711,0.340774031,0.164029287,0.031569698,0.001440176,835.9084229,1.172,failed,3.633208603,18.21526488
337,1.024103947,0.939389238,0.337301284,0.105144004,0.061506315,0.001398641,61.91943283,1.048,failed,3.792409435,52.63750512
338,1.265515587,1.027949902,0.331404764,0.15820577,0.080528624,0.001333969,962.9270614,1.601,failed,3.190956771,8.473815754
339,1.049936822,1.00718805,0.26937608,0.138960162,0.059950212,0.001329002,693.503279,1.102,failed,2.950634003,32.02773381
340,1.339547899,0.937027508,0.322099718,0.165381107,0.0589006,0.001392625,651.5561162,1.794,failed,3.058138788,34.98652765
341,1.108918388,1.040137206,0.277663654,0.138917194,0.080371401,0.001480769,420.3309177,1.229,failed,3.215904474,41.10766667
342,1.039928221,1.044405712,0.380656905,0.16272087,0.082416533,0.001359618,961.1080212,1.081,failed,3.6333296,14.56205539
343,1.523190146,1.044546096,0.340385799,0.169572889,0.074549211,0.001460317,842.8944541,2.32,failed,3.260024369,23.57059839
344,1.155034915,0.996150321,0.306884104,0.157095769,0.08688064,0.00131451,233.5879378,1.334,failed,3.217970848,42.01468531
345,0.983176685,0.959335073,0.342554784,0.104014143,0.044103583,0.001325965,473.1957185,0.966,failed,3.791513458,52.22896977
346,1.142019208,0.98643359,0.327450957,0.134219276,0.083350601,0.001401511,139.1928112,1.304,failed,3.217449129,42.13787847
347,1.292187798,1.021792655,0.306150262,0.178671165,0.053869165,0.001417391,642.0765279,1.669,failed,3.092888415,34.7286063
348,1.00961694,0.993205234,0.303301963,0.186435678,0.068951364,0.001371865,434.984156,1.019,failed,2.987900972,36.87949602
349,1.222085042,1.013502477,0.286272019,0.172421642,0.067274172,0.001389802,321.4354572,1.493,failed,3.169827282,40.77595919
350,1.205197885,1.037060319,0.301836862,0.121680563,0.072723849,0.001421651,503.4910378,1.452,failed,3.210136414,39.16889572
351,1.353607483,0.902791152,0.299435849,0.169598715,0.037986919,0.001459993,1020.829693,1.832,failed,3.632552743,12.98454574
352,0.939431298,1.090148638,0.259276625,0.137081712,0.066539658,0.001490892,1082.091592,0.882,failed,3.634933531,13.13561657
353,1.456259295,1.07117846,0.357973255,0.136652627,0.086987067,0.001366976,464.3704677,2.12,failed,3.772765711,55.32912781
354,1.510032433,0.926359367,0.2588977,0.17892111,0.052036907,0.001356753,58.10106119,2.28,failed,3.144808173,41.79231762
355,1.490411481,1.076651411,0.372259927,0.197987147,0.038422655,0.001441243,499.3096513,2.221,failed,3.198661208,37.29908356
356,1.147253454,0.958291896,0.25283684,0.193606754,0.039259259,0.001470217,472.3816584,1.316,failed,2.861325264,33.88633072
357,0.963968791,1.089556729,0.270149757,0.178593666,0.037034704,0.001432322,675.6910992,0.929,failed,2.855371952,27.96363271
358,1.137960983,1.016365195,0.308665739,0.16962324,0.034649618,0.001344307,150.4340124,1.294,failed,2.920050144,36.13455466
359,1.269077539,0.951325289,0.375687781,0.100394889,0.085203478,0.001460988,515.9738008,1.61,failed,3.205320001,36.72397008
360,0.992636429,1.006481712,0.272500506,0.136378022,0.061622856,0.001495956,888.0624543,0.985,failed,3.63444683,21.19980827
361,1.269293191,1.084297297,0.375857623,0.191901505,0.079920436,0.001380684,172.0590122,1.611,failed,3.306936443,42.48080757
362,1.406982957,1.009002991,0.358765702,0.100749424,0.072713038,0.001406956,168.3279326,1.979,failed,3.792974472,52.66693018
363,1.099572037,0.972122707,0.397418167,0.115419441,0.037688741,0.001305791,441.0868334,1.209,failed,2.874115825,32.34695756
364,1.348461552,0.935202657,0.361014294,0.10671149,0.071651845,0.001376657,561.6436517,1.818,failed,3.171594203,35.65012178
365,1.580251627,1.000619478,0.253725124,0.147604953,0.074955281,0.001377164,585.4500028,2.497,failed,3.345713139,44.28222569
366,0.907168231,1.059136803,0.398637626,0.152632001,0.0734048,0.00131605,744.2182069,0.822,failed,3.628233373,32.71563978
367,1.168246291,0.918583169,0.272689227,0.106332764,0.076397607,0.001366942,346.9715259,1.364,failed,3.088966191,39.79734611
368,1.563084248,0.906917241,0.352892757,0.134560493,0.030464051,0.00131627,486.2771572,2.443,failed,2.951310396,33.49875667
369,1.337661511,1.019984023,0.322016713,0.101680674,0.088012229,0.001307916,824.3925075,1.789,failed,3.290328562,22.75143404
370,1.384058091,0.955214559,0.382815005,0.15790299,0.044915945,0.001392671,893.1442391,1.915,failed,3.631225765,16.2682604
371,1.087574659,0.947738824,0.373240294,0.120675404,0.043359645,0.001486984,1044.275814,1.182,failed,3.632797927,12.12121773
372,1.177388841,1.075590276,0.289281692,0.148207699,0.042438952,0.001348824,268.65188,1.386,failed,3.792804241,53.32125747
373,1.509645097,0.981330446,0.313861242,0.143715293,0.061980483,0.0013554,493.661015,2.279,failed,3.224177361,39.80147623
374,1.005760612,1.0204184,0.377479413,0.16383851,0.08085452,0.001399142,236.4006627,1.011,failed,3.103351176,38.45001558
375,1.398246917,0.90198981,0.269093104,0.15858477,0.055666493,0.001348306,252.0899187,1.955,failed,3.075556338,39.83306681
376,0.918889472,0.934186056,0.362109515,0.136685782,0.036868596,0.001354979,196.7768641,0.844,failed,2.625528932,32.13534662
377,1.438844401,0.911761228,0.386636073,0.130305586,0.086172536,0.001374909,841.7501653,2.07,failed,3.189313531,13.85167229
378,1.150176637,1.02691493,0.371759471,0.117780056,0.044562392,0.001366731,232.418303,1.322,failed,3.03978914,36.72631792
379,1.468253672,1.011269738,0.306318366,0.153445222,0.080711726,0.00135755,586.1243558,2.155,failed,3.308963299,42.2236273
380,1.206382757,0.952512343,0.284294032,0.162592733,0.061765178,0.001497774,1074.424391,1.455,failed,3.250803351,6.477425995
381,1.449378087,0.977926197,0.367512646,0.1607123,0.085701889,0.001392132,103.0286725,2.1,failed,3.300517619,42.93129192
382,1.306251081,1.086712868,0.340081448,0.180230402,0.033635828,0.001396918,876.6547004,1.706,failed,3.039815903,5.564708781
383,1.427431268,0.977782001,0.307597633,0.11549724,0.065543081,0.001368294,127.9736853,2.037,failed,3.26420486,42.21811677
384,0.936778383,0.98359562,0.396400716,0.197787951,0.065219769,0.001370529,253.8730705,0.877,failed,2.896748543,35.26968066
385,0.968336972,1.072158501,0.38770043,0.19557047,0.055754809,0.001362427,912.9403677,0.937,failed,3.633370429,14.99151034
386,1.478471458,0.911215905,0.291127793,0.134518328,0.064837953,0.001491495,917.0985412,2.185,failed,3.098183513,13.28660772
387,1.514300349,0.954292781,0.289659803,0.157923719,0.057762661,0.00145991,730.8634528,2.293,failed,3.149442494,35.41222987
388,1.119551846,1.093939598,0.304959028,0.109439506,0.082002916,0.001498151,101.7316889,1.253,failed,3.303114235,42.6832948
389,1.016724864,1.051426681,0.342281769,0.120769031,0.085042729,0.001422421,581.1474535,1.033,failed,3.130885303,35.23616833
390,1.343222174,0.989128309,0.350380646,0.101600877,0.041349282,0.001328048,173.7989937,1.804,failed,3.091460526,37.8353481
391,1.509765087,0.956276743,0.392275852,0.167584752,0.054764338,0.001478847,1050.197571,2.279,failed,3.30324626,6.933306808
392,1.345207125,0.92685017,0.294062862,0.155101889,0.03832537,0.001374249,340.8571087,1.809,failed,2.977205157,36.34932449
393,1.120711555,0.930582921,0.256543806,0.103632835,0.030813905,0.001481735,1046.436269,1.255,failed,3.633164495,12.80492859
394,1.067766729,1.043599203,0.256971727,0.16149067,0.078755199,0.001435215,675.1174203,1.14,failed,3.115216613,37.44994426
395,0.965523644,1.059954018,0.366050045,0.100853783,0.034043367,0.001456524,974.6821316,0.932,failed,3.303710222,7.028230003
396,1.148449529,0.989431528,0.382321796,0.197796376,0.039309509,0.001347773,722.926665,1.318,failed,2.852937818,21.45557507
397,1.370472653,1.058702986,0.371920343,0.125104558,0.031669781,0.001328731,121.9656503,1.878,failed,3.791352093,52.66235028
398,1.547094331,0.970213434,0.374230631,0.180473727,0.067734267,0.001459173,279.658997,2.393,failed,3.243411779,41.06232805
399,1.26525325,1.055481824,0.387961475,0.142270307,0.056990377,0.001341225,938.1719196,1.6,failed,3.632993668,14.43783573
